feature_1,feature_2,feature_3,feature_4,feature_5,species
0.37838587659544576,0.7059589008269443,0.28507347528059823,0.4377685939889161,0.64345910565967,cat
0.5457084220898687,0.01664706475444888,0.09223951836585875,0.4681989327701318,0.011873114367224158,dog
0.9669195604198956,0.17032339704794253,0.292345502641578,0.8962996868859421,0.34781541706977004,dog
0.3130392917893926,0.9922738702951533,0.5746001576210115,0.1227471041836945,0.7172817301553652,cat
0.2761362693104428,0.8180337236474402,0.8443527144277172,0.9814741821771344,0.7613951755780205,cat
0.961455507531278,0.9262303323245943,0.9675749504457666,0.21372938708297495,0.3922005729397896,dog
0.14313010959146055,0.9453089147588614,0.0603144274457913,0.7831094215287109,0.11087793908094801,dog
0.11265676100860822,0.8246393601122674,0.7195610254851257,0.13472021845530868,0.9223492194670527,dog
0.011055440025134922,0.26445956254056346,0.8127928649163917,0.1585706653143315,0.9346778570714299,cat
0.5624123160627301,0.49496517129595097,0.16100455544594683,0.03030221297629354,0.9727832815106641,dog
0.9560808286317456,0.766367859726506,0.9377245307348332,0.1284599476465036,0.8576697770025644,dog
0.6498813699774068,0.2840051233292257,0.42760791990626534,0.26656019556639365,0.85379345163879,cat
0.20163494859089703,0.44498006827632486,0.3910514069973159,0.8399936601111532,0.9822750771184294,cat
0.035074753861979446,0.16988804215360664,0.2391879863032319,0.08148069723606932,0.32149030907672593,dog
0.34693674754602444,0.07258935395693433,0.1788153170026313,0.5313383569430207,0.34481794289786294,cat
0.45188667791225934,0.8225170816549014,0.20646460483182083,0.6043201575933763,0.12423178471889551,dog
0.6912234686030538,0.16208256045191394,0.8914452955898958,0.9449756489319112,0.47952578124301193,dog
0.38542310913534084,0.30145754090845656,0.6860368117677972,0.35934440774329,0.16213658660621355,dog
0.20811553360150503,0.6100159612191547,0.15233035162820374,0.8453206749380642,0.26004577539615403,cat
0.42031075434938736,0.13542222014283845,0.9714932794670885,0.13694982581125115,0.1635502396451871,cat
0.5154899190672071,0.08721764299410961,0.322766593748949,0.5085052041553852,0.9845253611035736,cat
0.6217279045835638,0.9888312449858587,0.0804148271758065,0.5111856420915475,0.9197775178605143,dog
0.8419678975652434,0.6855534847392047,0.8381940334677425,0.601000950522414,0.985929045430819,dog
0.8547882247196201,0.2632076892772198,0.5001162615683744,0.236809356239153,0.6049570601751619,cat
0.5114170929401934,0.5820685346621356,0.22922559234292939,0.8175281201336284,0.997224230401083,dog
0.4302118332239472,0.9156526721340549,0.49712253011065666,0.20990018112598652,0.4180037093878102,dog
0.6670740444452161,0.617172049157248,0.6631946565547276,0.8247125298790934,0.9098872007550831,cat
0.519515261584799,0.712331069925636,0.5240845841947277,0.016833048116093652,0.1994891245608169,dog
0.40465546404225206,0.475995472499669,0.06544794634524909,0.9122328779517926,0.016040193157085603,dog
0.3055532590387754,0.40175280854241824,0.02867760675879949,0.5096341341210923,0.3575949436377619,dog
0.7982464531457002,0.6797561746853819,0.7375100866903422,0.5250254379015333,0.17248231647525325,dog
0.960715134749242,0.19455698879422278,0.835298527367998,0.8447192337364373,0.9556998762866471,cat
0.9440008153730832,0.8762550176426996,0.08111655514853056,0.39813415388867124,0.3630235536130749,dog
0.9625452286701882,0.703443855952472,0.3553805522918241,0.4264258561905322,0.22597261961345128,dog
0.9874079798865694,0.7583561310518496,0.018174791288660064,0.388579551179678,0.42829634152429197,cat
0.23415629286806605,0.004334314215003077,0.0840646893750141,0.22561937543044508,0.46805578010818905,cat
0.36146326107853843,0.25254196141473206,0.3066765930578589,0.6422568861383742,0.46670101471326564,cat
0.11466817064273538,0.8904043046792534,0.6437961380984407,0.12887192801038616,0.045809502979472616,cat
0.15801991427566986,0.9738185999730979,0.5352622620687227,0.552813799293424,0.15836512246962708,dog
0.7491612266332749,0.8593662379348562,0.39854493945210434,0.2840316530659638,0.42785408355370635,dog
0.6104346951570687,0.9389132235107327,0.26901859099153924,0.4507368318560484,0.520730721211224,dog
0.831994906332398,0.9951307580130697,0.013244289226464145,0.7364702601133805,0.17948755983740483,dog
0.326047281805119,0.5811532407932478,0.23078068827373655,0.00493288205142306,0.8549004844598542,dog
0.27569697693286543,0.3376875030812483,0.04658765984476643,0.2677604757768899,0.8624466557952819,cat
0.08500392994281492,0.6505159979259486,0.7089118817639777,0.5696624346537197,0.9723071025791852,cat
0.9112282936806755,0.12400450176804378,0.9461118122228611,0.6080619199409282,0.014917801879521964,dog
0.5017083480272942,0.6261403291490152,0.4713533562909903,0.009082098126317883,0.7163959113989317,dog
0.9337493931396972,0.13592353254435563,0.06005602384562614,0.7237202376139378,0.5094928470002751,dog
0.7628438784978931,0.9842535278755384,0.7178688178542052,0.7812153069588271,0.6099695760388673,dog
0.502208848222935,0.18741260987094754,0.09346199018991663,0.465492027436489,0.32637051226472014,cat
0.45576292205524105,0.9604026274548803,0.3558804585898654,0.4992283904775402,0.23357564806989806,cat
0.9684237618220134,0.25521499687376326,0.8831854985945625,0.9332165889649057,0.24759089149915092,cat
0.4001547647689583,0.9321875075052926,0.5836523812750501,0.3653369619599546,0.48633985251612744,dog
0.6937495129992667,0.06795904619837845,0.7404730256325573,0.374004427394629,0.07044569553561997,cat
0.6131067955940886,0.832145710070315,0.6535537350613613,0.572719934604368,0.8296625430211368,dog
0.5685007776982923,0.9512883147289916,0.3215363513193663,0.1850872072715366,0.5843896434148013,dog
0.07156647069680833,0.9588103419413819,0.9773898158512622,0.5245939810321587,0.14975266465738057,cat
0.7902175273169971,0.1724055588207346,0.8630246535099014,0.4842690590781722,0.3217937878992665,cat
0.2616915801472348,0.6248663528841722,0.8106421021579732,0.5342389152070365,0.3754585674861334,cat
0.4381989878471243,0.785307879785501,0.5965547908323312,0.9214466251843806,0.8316300475008532,cat
0.5184630414157747,0.05915405599481549,0.4465177780743125,0.02680522485449477,0.23624767054359597,dog
0.24269456889615126,0.04012221114568304,0.14887924530987728,0.9583599313361563,0.29090794844187673,dog
0.7888254871570525,0.4496501454767685,0.8364619101583801,0.44610555172188193,0.5034511645978804,dog
0.5109273286397426,0.9796408243097897,0.3450409089415891,0.3066248024724473,0.7961284706282765,cat
0.7243431064853731,0.23117066942687026,0.3850738809178892,0.5396639120335789,0.5787619772188717,cat
0.6562510977414344,0.6684367477365039,0.6793164012692506,0.7771164441407186,0.4924975961443864,cat
0.15897184074646964,0.3959718628982736,0.8386101433513712,0.613525466450738,0.24178788025229458,dog
0.16321576131200677,0.3945910494579561,0.21891077570653872,0.5539826445310919,0.5124399468646892,dog
0.5904548217911948,0.28684895137350075,0.15112473624969902,0.7688049987970964,0.8334046032719437,dog
0.4141667240552196,0.5814480088183351,0.3169190560788958,0.01939050736645387,0.42080073916412997,cat
0.2883895472387138,0.7406736011740079,0.159149702230443,0.38256734173937357,0.06270241751149097,dog
0.08515240736670215,0.6113023545090046,0.8337613574802655,0.5717431999071851,0.5270225290159827,dog
0.7606839111838308,0.7069715517526717,0.28103865099543346,0.4964317389679309,0.6664498751307568,cat
0.3858977068114616,0.05293919726171514,0.31562688547674267,0.7317064025508564,0.7514847089507808,dog
0.05130761518517857,0.438680173230413,0.39798873034270255,0.9533639073060898,0.0185836127131358,dog
0.42368204543319166,0.16891647972905932,0.047359117164903264,0.23630081671703362,0.9165555091923592,cat
0.7858120969533807,0.5955382134348862,0.22387191783207028,0.47119750800008986,0.5535710289789498,cat
0.47863260713000655,0.9011580805094936,0.03760702134899463,0.8975909459452643,0.7906863896868824,cat
0.6107013213552351,0.9073530112176648,0.2794080859766248,0.20538923219671423,0.8211307810069088,cat
0.4914906659727515,0.4037026194929758,0.29588639986418663,0.35141384924661745,0.15724686989410186,cat
0.560045798984187,0.401934341761789,0.007689476872351109,0.6039362950955565,0.774436766048485,cat
0.35624128710676717,0.21662670420112262,0.6424540835838701,0.47991989225082354,0.9691009581371935,dog
0.23109986368701285,0.4362008553538962,0.6524474676848554,0.7546620373945473,0.36211966109067606,cat
0.13743331900366862,0.779636804023625,0.5418967769295443,0.9252761018384258,0.2558641114547303,cat
0.3214464492817972,0.3226425856908337,0.09490461090127011,0.25528551054480875,0.6297847771074898,dog
0.4004184138498903,0.938768563309308,0.2624471572717191,0.2000960973690198,0.5664480122494809,dog
0.1427316166262449,0.8683814932169274,0.16642693465079572,0.5017666606131446,0.4512196219414062,dog
0.2276740218868437,0.5677252875767311,0.1885631816145612,0.891896434430063,0.982533450788153,cat
0.9276908727474872,0.4152947899332242,0.8175705776405219,0.7719235829419487,0.1615654405831095,cat
0.9370392768153757,0.05402653181294925,0.24970944548159957,0.18320968505576551,0.08383746306253315,dog
0.07450112109605078,0.6174287937912482,0.7573353305427164,0.6009541954508152,0.29673907913362574,dog
0.5928181419428684,0.531621149735198,0.7963502525194408,0.30197318620106284,0.9588317668485469,cat
0.1905132590838391,0.2543138933600717,0.7888772461786672,0.6612407932517358,0.9135625801809254,cat
0.3162833576683187,0.8066304975523508,0.4447630695176279,0.18657429437298145,0.9621879645633303,cat
0.29808101862577685,0.5136417937232065,0.4878671603338849,0.9143643190376082,0.9851337846669324,dog
0.09249053161203102,0.4541748685280633,0.3721969471505653,0.2626498568188116,0.8802230077119452,dog
0.04438241775969465,0.9427259898737012,0.033778540995905826,0.4490347142043323,0.6039891700159734,cat
0.7756221663205077,0.7391056783060217,0.0046536891499561195,0.599853614746137,0.5788986939805288,dog
0.3396926663723726,0.6368510332587735,0.1555079718425566,0.8436608465940398,0.20441624377406942,cat
0.48310560747412246,0.5517008293081876,0.869711842364959,0.9641598808345864,0.8079742466798874,dog
